id,trt,add,add_new,rdp,epa,District,section,UTM_flsE,UTM_flsN,y95_96,mz_var,lite_txt,sitegrp,yield,N,P2O5,S,Nsq
350018,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35001,592800,8521800,1997/98,MH17,medium,Lilongwe plain,3290.04,92,21,4,8464
350028,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35002,593000,8523700,1997/98,MH17,medium,Lilongwe plain,2339.58403,92,21,4,8464
350058,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35005,588500,8529900,1997/98,MH17,medium,Lilongwe plain,5300.62,92,21,4,8464
350068,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35006,590500,8511300,1997/98,MH17,light,Lilongwe plain,6580.08,92,21,4,8464
350078,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35007,595000,8509600,1997/98,MH17,medium,Lilongwe plain,3198.65,92,21,4,8464
350088,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35008,588200,8515900,1997/98,MH17,light,Lilongwe plain,3107.26,92,21,4,8464
350108,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35010,584200,8522600,1997/98,MH17,medium,Lilongwe plain,3198.65,92,21,4,8464
350118,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35011,583900,8525100,1997/98,MH17,medium,Lilongwe plain,5300.62,92,21,4,8464
350128,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35012,583900,8525100,1997/98,MH17,medium,Lilongwe plain,3655.6,92,21,4,8464
350016,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35001,592800,8521800,1995/96,MH17,medium,Lilongwe plain,2686.86597,92,21,4,8464
350026,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35002,593000,8523700,1995/96,MH17,medium,Lilongwe plain,2449.25193,92,21,4,8464
350036,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35003,594600,8516800,1995/96,MH17,medium,Lilongwe plain,3125.53807,92,21,4,8464
350046,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35004,588500,8529900,1995/96,MH17,medium,Lilongwe plain,3856.65807,92,21,4,8464
350066,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35006,590500,8511300,1995/96,MH17,light,Lilongwe plain,5666.18,92,21,4,8464
350076,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35007,595000,8509600,1995/96,MH17,medium,Lilongwe plain,2924.48,92,21,4,8464
350086,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35008,588200,8515900,1995/96,MH17,medium,Lilongwe plain,3472.82,92,21,4,8464
350096,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35009,590100,8514800,1995/96,MH17,light,Lilongwe plain,3948.04807,92,21,4,8464
350106,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35010,584200,8522600,1995/96,MH17,light,Lilongwe plain,5227.50807,92,21,4,8464
350116,92:21:0+4S,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35011,583900,8525100,1995/96,MH17,light,Lilongwe plain,1316.01597,92,21,4,8464
350016,96:40:00,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35001,592800,8521800,1995/96,MH17,medium,Lilongwe plain,2979.31386,96,40,0,9216
350026,96:40:00,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35002,593000,8523700,1995/96,MH17,medium,Lilongwe plain,2120.24807,96,40,0,9216
350036,96:40:00,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35003,594600,8516800,1995/96,MH17,medium,Lilongwe plain,3527.65386,96,40,0,9216
350046,96:40:00,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35004,588500,8529900,1995/96,MH17,medium,Lilongwe plain,3874.93614,96,40,0,9216
350066,96:40:00,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35006,590500,8511300,1995/96,MH17,light,Lilongwe plain,5117.84,96,40,0,9216
350076,96:40:00,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35007,595000,8509600,1995/96,MH17,medium,Lilongwe plain,2558.92,96,40,0,9216
350086,96:40:00,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35008,588200,8515900,1995/96,MH17,medium,Lilongwe plain,3381.43,96,40,0,9216
350096,96:40:00,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35009,590100,8514800,1995/96,MH17,light,Lilongwe plain,3746.99,96,40,0,9216
350106,96:40:00,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35010,584200,8522600,1995/96,MH17,light,Lilongwe plain,5081.28386,96,40,0,9216
350116,96:40:00,KADD,KADD,Ntchisi,Chipuka,Ntchisi,35011,583900,8525100,1995/96,MH17,light,Lilongwe plain,1279.46,96,40,0,9216
353018,0:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35301,601500,8511100,1997/98,MH17,medium,Dowa hills,584.896009,0,0,0,0
353028,0:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35302,605500,8513300,1997/98,MH17,medium,Dowa hills,1005.29,0,0,0,0
353038,0:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35303,605500,8513300,1997/98,MH17,medium,Dowa hills,968.734035,0,0,0,0
353058,0:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35305,600600,8514600,1997/98,MH17,light,Dowa hills,1370.85,0,0,0,0
353078,0:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35307,616100,8511300,1997/98,MH17,medium,Dowa hills,548.34,0,0,0,0
353016,0:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35301,601500,8511100,1995/96,MH17,medium,Dowa hills,932.177983,0,0,0,0
353026,0:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35302,605500,8513300,1995/96,MH17,light,Dowa hills,2558.92,0,0,0,0
353046,0:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35304,598800,8510500,1995/96,MH17,medium,Dowa hills,2577.19807,0,0,0,0
353056,0:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35305,600600,8514600,1995/96,MH17,light,Dowa hills,1096.68,0,0,0,0
353066,0:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35306,610700,8510700,1995/96,MH17,medium,Dowa hills,1754.68807,0,0,0,0
353076,0:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35307,616100,8511300,1995/96,MH17,medium,Dowa hills,1827.8,0,0,0,0
353086,0:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35308,612500,8516700,1995/96,MH17,medium,Dowa hills,548.34,0,0,0,0
353018,35:10:0+2S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35301,601500,8511100,1997/98,MH17,medium,Dowa hills,1553.63,35,10,2,1225
353028,35:10:0+2S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35302,605500,8513300,1997/98,MH17,medium,Dowa hills,2047.13597,35,10,2,1225
353038,35:10:0+2S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35303,605500,8513300,1997/98,MH17,medium,Dowa hills,1663.29807,35,10,2,1225
353058,35:10:0+2S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35305,600600,8514600,1997/98,MH17,light,Dowa hills,1645.02,35,10,2,1225
353078,35:10:0+2S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35307,616100,8511300,1997/98,MH17,medium,Dowa hills,767.675965,35,10,2,1225
353016,35:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35301,601500,8511100,1995/96,MH17,medium,Dowa hills,1553.63,35,0,0,1225
353016,35:10:0+2S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35301,601500,8511100,1995/96,MH17,medium,Dowa hills,1919.19,35,10,2,1225
353026,35:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35302,605500,8513300,1995/96,MH17,light,Dowa hills,2266.47193,35,0,0,1225
353026,35:10:0+2S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35302,605500,8513300,1995/96,MH17,light,Dowa hills,2650.31,35,10,2,1225
353046,35:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35304,598800,8510500,1995/96,MH17,medium,Dowa hills,2430.97403,35,0,0,1225
353046,35:10:0+2S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35304,598800,8510500,1995/96,MH17,medium,Dowa hills,2558.92,35,10,2,1225
353056,35:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35305,600600,8514600,1995/96,MH17,light,Dowa hills,1462.24,35,0,0,1225
353056,35:10:0+2S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35305,600600,8514600,1995/96,MH17,light,Dowa hills,1462.24,35,10,2,1225
353066,35:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35306,610700,8510700,1995/96,MH17,medium,Dowa hills,2028.85807,35,0,0,1225
353066,35:10:0+2S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35306,610700,8510700,1995/96,MH17,medium,Dowa hills,2833.09,35,10,2,1225
353076,35:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35307,616100,8511300,1995/96,MH17,medium,Dowa hills,2193.36,35,0,0,1225
353076,35:10:0+2S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35307,616100,8511300,1995/96,MH17,medium,Dowa hills,2924.48,35,10,2,1225
353086,35:00:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35308,612500,8516700,1995/96,MH17,medium,Dowa hills,2376.14,35,0,0,1225
353086,35:10:0+2S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35308,612500,8516700,1995/96,MH17,medium,Dowa hills,1096.68,35,10,2,1225
353018,69:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35301,601500,8511100,1997/98,MH17,medium,Dowa hills,968.734035,69,21,4,4761
353028,69:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35302,605500,8513300,1997/98,MH17,medium,Dowa hills,2175.08193,69,21,4,4761
353038,69:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35303,605500,8513300,1997/98,MH17,medium,Dowa hills,2229.91597,69,21,4,4761
353058,69:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35305,600600,8514600,1997/98,MH17,light,Dowa hills,2248.19403,69,21,4,4761
353078,69:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35307,616100,8511300,1997/98,MH17,medium,Dowa hills,2303.02807,69,21,4,4761
353016,69:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35301,601500,8511100,1995/96,MH17,medium,Dowa hills,2284.75,69,21,4,4761
353026,69:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35302,605500,8513300,1995/96,MH17,light,Dowa hills,3015.87,69,21,4,4761
353046,69:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35304,598800,8510500,1995/96,MH17,medium,Dowa hills,3893.21386,69,21,4,4761
353056,69:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35305,600600,8514600,1995/96,MH17,light,Dowa hills,1279.46,69,21,4,4761
353066,69:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35306,610700,8510700,1995/96,MH17,medium,Dowa hills,3600.76614,69,21,4,4761
353076,69:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35307,616100,8511300,1995/96,MH17,medium,Dowa hills,5300.62,69,21,4,4761
353086,69:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35308,612500,8516700,1995/96,MH17,medium,Dowa hills,1553.63,69,21,4,4761
353018,92:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35301,601500,8511100,1997/98,MH17,medium,Dowa hills,2229.91597,92,21,4,8464
353028,92:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35302,605500,8513300,1997/98,MH17,medium,Dowa hills,2961.03614,92,21,4,8464
353038,92:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35303,605500,8513300,1997/98,MH17,medium,Dowa hills,2942.75807,92,21,4,8464
353058,92:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35305,600600,8514600,1997/98,MH17,light,Dowa hills,2010.58,92,21,4,8464
353078,92:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35307,616100,8511300,1997/98,MH17,medium,Dowa hills,2997.59193,92,21,4,8464
353016,92:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35301,601500,8511100,1995/96,MH17,medium,Dowa hills,2376.14,92,21,4,8464
353026,92:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35302,605500,8513300,1995/96,MH17,light,Dowa hills,2833.09,92,21,4,8464
353046,92:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35304,598800,8510500,1995/96,MH17,medium,Dowa hills,2869.64597,92,21,4,8464
353056,92:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35305,600600,8514600,1995/96,MH17,light,Dowa hills,2101.97,92,21,4,8464
353066,92:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35306,610700,8510700,1995/96,MH17,medium,Dowa hills,3491.09807,92,21,4,8464
353076,92:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35307,616100,8511300,1995/96,MH17,medium,Dowa hills,4569.5,92,21,4,8464
353086,92:21:0+4S,KADD,KADD,Ntchisi,Kalira,Ntchisi,35308,612500,8516700,1995/96,MH17,medium,Dowa hills,1462.24,92,21,4,8464
353016,96:40:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35301,601500,8511100,1995/96,MH17,medium,Dowa hills,1535.35193,96,40,0,9216
353026,96:40:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35302,605500,8513300,1995/96,MH17,light,Dowa hills,2430.97403,96,40,0,9216
353046,96:40:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35304,598800,8510500,1995/96,MH17,medium,Dowa hills,3564.21,96,40,0,9216
353056,96:40:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35305,600600,8514600,1995/96,MH17,light,Dowa hills,1553.63,96,40,0,9216
353066,96:40:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35306,610700,8510700,1995/96,MH17,medium,Dowa hills,3911.49193,96,40,0,9216
353076,96:40:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35307,616100,8511300,1995/96,MH17,medium,Dowa hills,4935.06,96,40,0,9216
353086,96:40:00,KADD,KADD,Ntchisi,Kalira,Ntchisi,35308,612500,8516700,1995/96,MH17,medium,Dowa hills,1279.46,96,40,0,9216
351018,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35101,590800,8552900,1997/98,MH17,medium,Kasungu plain,2613.75403,0,0,0,0
351038,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35103,586900,8543900,1997/98,MH17,medium,Kasungu plain,566.617983,0,0,0,0
351048,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35104,584100,8542500,1997/98,MH17,medium,Kasungu plain,1645.02,0,0,0,0
351058,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35105,591400,8542800,1997/98,MH17,light,Kasungu plain,639.73,0,0,0,0
351068,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35106,590900,8538800,1997/98,MH17,light,Kasungu plain,694.563991,0,0,0,0
351078,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35107,598600,8548400,1997/98,MH17,medium,Kasungu plain,2065.41403,0,0,0,0
351088,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35108,599800,8546700,1997/98,MH17,light,Kasungu plain,822.51,0,0,0,0
351108,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35110,594100,8534500,1997/98,MH17,light,Kasungu plain,968.734035,0,0,0,0
351118,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35111,594100,8536300,1997/98,MH17,medium,Kasungu plain,1553.63,0,0,0,0
351128,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35112,583200,8530900,1997/98,MH17,medium,Kasungu plain,1608.46403,0,0,0,0
351138,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35113,586400,8531900,1997/98,MH17,medium,Kasungu plain,2376.14,0,0,0,0
351016,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35101,590800,8552900,1995/96,MH17,light,Kasungu plain,932.177983,0,0,0,0
351026,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35102,591600,8546600,1995/96,MH17,light,Kasungu plain,676.286009,0,0,0,0
351036,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35103,586900,8543900,1995/96,MH17,medium,Kasungu plain,1462.24,0,0,0,0
351046,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35104,584100,8542500,1995/96,MH17,medium,Kasungu plain,2065.41403,0,0,0,0
351056,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35105,591400,8542800,1995/96,MH17,medium,Kasungu plain,402.116009,0,0,0,0
351066,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35106,590900,8538800,1995/96,MH17,medium,Kasungu plain,932.177983,0,0,0,0
351076,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35107,598600,8548400,1995/96,MH17,light,Kasungu plain,2083.69193,0,0,0,0
351086,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35108,599800,8546700,1995/96,MH17,medium,Kasungu plain,1096.68,0,0,0,0
351096,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35109,590200,8540300,1995/96,MH17,medium,Kasungu plain,2558.92,0,0,0,0
351106,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35110,594100,8534500,1995/96,MH17,medium,Kasungu plain,639.73,0,0,0,0
351116,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35111,594100,8536300,1995/96,composite,medium,Kasungu plain,584.896009,0,0,0,0
351126,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35112,583200,8530900,1995/96,MH17,medium,Kasungu plain,1571.90807,0,0,0,0
351136,0:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35113,586400,8531900,1995/96,MH17,medium,Kasungu plain,155.363004,0,0,0,0
351018,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35101,590800,8552900,1997/98,MH17,medium,Kasungu plain,2961.03614,35,10,2,1225
351038,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35103,586900,8543900,1997/98,MH17,medium,Kasungu plain,2047.13597,35,10,2,1225
351048,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35104,584100,8542500,1997/98,MH17,medium,Kasungu plain,3107.26,35,10,2,1225
351058,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35105,591400,8542800,1997/98,MH17,light,Kasungu plain,1133.23597,35,10,2,1225
351068,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35106,590900,8538800,1997/98,MH17,light,Kasungu plain,1370.85,35,10,2,1225
351078,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35107,598600,8548400,1997/98,MH17,medium,Kasungu plain,3326.59614,35,10,2,1225
351088,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35108,599800,8546700,1997/98,MH17,light,Kasungu plain,2193.36,35,10,2,1225
351108,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35110,594100,8534500,1997/98,MH17,light,Kasungu plain,1571.90807,35,10,2,1225
351118,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35111,594100,8536300,1997/98,MH17,medium,Kasungu plain,2814.81193,35,10,2,1225
351128,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35112,583200,8530900,1997/98,MH17,medium,Kasungu plain,2065.41403,35,10,2,1225
351138,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35113,586400,8531900,1997/98,MH17,medium,Kasungu plain,2924.48,35,10,2,1225
351016,35:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35101,590800,8552900,1995/96,MH17,light,Kasungu plain,2156.80403,35,0,0,1225
351016,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35101,590800,8552900,1995/96,MH17,light,Kasungu plain,2632.03193,35,10,2,1225
351026,35:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35102,591600,8546600,1995/96,MH17,light,Kasungu plain,1279.46,35,0,0,1225
351026,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35102,591600,8546600,1995/96,MH17,light,Kasungu plain,2504.08597,35,10,2,1225
351036,35:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35103,586900,8543900,1995/96,MH17,medium,Kasungu plain,1992.30193,35,0,0,1225
351036,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35103,586900,8543900,1995/96,MH17,medium,Kasungu plain,3107.26,35,10,2,1225
351046,35:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35104,584100,8542500,1995/96,MH17,medium,Kasungu plain,2120.24807,35,0,0,1225
351046,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35104,584100,8542500,1995/96,MH17,medium,Kasungu plain,1955.74597,35,10,2,1225
351056,35:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35105,591400,8542800,1995/96,MH17,medium,Kasungu plain,1334.29403,35,0,0,1225
351056,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35105,591400,8542800,1995/96,MH17,medium,Kasungu plain,2403.55693,35,10,2,1225
351066,35:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35106,590900,8538800,1995/96,MH17,medium,Kasungu plain,2851.36807,35,0,0,1225
351066,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35106,590900,8538800,1995/96,MH17,medium,Kasungu plain,3801.82386,35,10,2,1225
351076,35:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35107,598600,8548400,1995/96,MH17,light,Kasungu plain,2449.25193,35,0,0,1225
351076,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35107,598600,8548400,1995/96,MH17,light,Kasungu plain,3655.6,35,10,2,1225
351086,35:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35108,599800,8546700,1995/96,MH17,medium,Kasungu plain,1370.85,35,0,0,1225
351086,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35108,599800,8546700,1995/96,MH17,medium,Kasungu plain,2376.14,35,10,2,1225
351096,35:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35109,590200,8540300,1995/96,MH17,medium,Kasungu plain,3929.77,35,0,0,1225
351096,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35109,590200,8540300,1995/96,MH17,medium,Kasungu plain,4935.06,35,10,2,1225
351106,35:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35110,594100,8534500,1995/96,MH17,medium,Kasungu plain,731.12,35,0,0,1225
351106,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35110,594100,8534500,1995/96,MH17,medium,Kasungu plain,1096.68,35,10,2,1225
351116,35:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35111,594100,8536300,1995/96,composite,medium,Kasungu plain,1480.51807,35,0,0,1225
351116,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35111,594100,8536300,1995/96,composite,medium,Kasungu plain,1645.02,35,10,2,1225
351126,35:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35112,583200,8530900,1995/96,MH17,medium,Kasungu plain,2851.36807,35,0,0,1225
351126,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35112,583200,8530900,1995/96,MH17,medium,Kasungu plain,2979.31386,35,10,2,1225
351136,35:00:00,KADD,KADD,Ntchisi,Malomo,Ntchisi,35113,586400,8531900,1995/96,MH17,medium,Kasungu plain,365.56,35,0,0,1225
351136,35:10:0+2S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35113,586400,8531900,1995/96,MH17,medium,Kasungu plain,548.34,35,10,2,1225
351018,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35101,590800,8552900,1997/98,MH17,medium,Kasungu plain,3948.04807,69,21,4,4761
351038,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35103,586900,8543900,1997/98,MH17,medium,Kasungu plain,2357.86193,69,21,4,4761
351048,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35104,584100,8542500,1997/98,MH17,medium,Kasungu plain,3582.48807,69,21,4,4761
351058,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35105,591400,8542800,1997/98,MH17,light,Kasungu plain,1571.90807,69,21,4,4761
351068,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35106,590900,8538800,1997/98,MH17,light,Kasungu plain,1900.91193,69,21,4,4761
351078,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35107,598600,8548400,1997/98,MH17,medium,Kasungu plain,4368.44193,69,21,4,4761
351088,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35108,599800,8546700,1997/98,MH17,light,Kasungu plain,3107.26,69,21,4,4761
351108,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35110,594100,8534500,1997/98,MH17,light,Kasungu plain,2083.69193,69,21,4,4761
351118,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35111,594100,8536300,1997/98,MH17,medium,Kasungu plain,4167.38386,69,21,4,4761
351128,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35112,583200,8530900,1997/98,MH17,medium,Kasungu plain,3399.70807,69,21,4,4761
351138,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35113,586400,8531900,1997/98,MH17,medium,Kasungu plain,3655.6,69,21,4,4761
351016,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35101,590800,8552900,1995/96,MH17,light,Kasungu plain,2723.42193,69,21,4,4761
351026,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35102,591600,8546600,1995/96,MH17,light,Kasungu plain,2558.92,69,21,4,4761
351036,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35103,586900,8543900,1995/96,MH17,medium,Kasungu plain,3619.04386,69,21,4,4761
351046,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35104,584100,8542500,1995/96,MH17,medium,Kasungu plain,2394.41807,69,21,4,4761
351056,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35105,591400,8542800,1995/96,MH17,medium,Kasungu plain,1937.46807,69,21,4,4761
351066,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35106,590900,8538800,1995/96,MH17,medium,Kasungu plain,4331.88614,69,21,4,4761
351076,69:21:0+4S,KADD,KADD,Ntchisi,Malomo,Ntchisi,35107,598600,8548400,1995/96,MH17,light,Kasungu plain,3180.37193,69,21,4,4761
