id,trt,add,add_new,rdp,epa,District,section,UTM_flsE,UTM_flsN,y95_96,mz_var,lite_txt,sitegrp,yield,N,P2O5,S,Nsq
418086,35:00:00,LADD,LADD,Lilongwe West,Demela,Lilongwe,41808,537800,8473400,1995/96,MH17,light,Lilongwe plain,2321.30597,35,0,0,1225
418086,35:10:0+2S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41808,537800,8473400,1995/96,MH17,light,Lilongwe plain,2138.52597,35,10,2,1225
418096,35:00:00,LADD,LADD,Lilongwe West,Demela,Lilongwe,41809,531200,8476200,1995/96,MH17,light,Lilongwe plain,2376.14,35,0,0,1225
418096,35:10:0+2S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41809,531200,8476200,1995/96,MH17,light,Lilongwe plain,2650.31,35,10,2,1225
418106,35:00:00,LADD,LADD,Lilongwe West,Demela,Lilongwe,41810,532500,8471100,1995/96,MH17,light,Lilongwe plain,3728.71193,35,0,0,1225
418106,35:10:0+2S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41810,532500,8471100,1995/96,MH17,light,Lilongwe plain,3472.82,35,10,2,1225
418116,35:00:00,LADD,LADD,Lilongwe West,Demela,Lilongwe,41811,532600,8470200,1995/96,MH17,light,Lilongwe plain,2851.36807,35,0,0,1225
418116,35:10:0+2S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41811,532600,8470200,1995/96,MH17,light,Lilongwe plain,4478.11,35,10,2,1225
418018,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41801,548800,8472300,1997/98,MH17,medium,Lilongwe plain,2193.36,69,21,4,4761
418028,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41802,548800,8472300,1997/98,MH17,medium,Lilongwe plain,3290.04,69,21,4,4761
418038,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41803,548800,8472300,1997/98,MH17,medium,Lilongwe plain,2193.36,69,21,4,4761
418048,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41804,547300,8474500,1997/98,MH17,medium,Lilongwe plain,2558.92,69,21,4,4761
418058,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41805,541200,8477800,1997/98,MH17,medium,Lilongwe plain,1098.50784,69,21,4,4761
418068,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41806,540500,8479200,1997/98,MH17,light,Lilongwe plain,3107.26,69,21,4,4761
418088,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41808,537800,8473400,1997/98,MH17,medium,Lilongwe plain,3485.61454,69,21,4,4761
418098,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41809,531200,8476200,1997/98,MH17,medium,Lilongwe plain,2723.42193,69,21,4,4761
418108,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41810,532500,8471100,1997/98,MH17,light,Lilongwe plain,1571.90807,69,21,4,4761
418016,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41801,548800,8472300,1995/96,MH17,light,Lilongwe plain,3655.6,69,21,4,4761
418046,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41804,547300,8474500,1995/96,MH17,medium,Lilongwe plain,3198.65,69,21,4,4761
418056,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41805,541200,8477800,1995/96,MH17,medium,Lilongwe plain,1224.62597,69,21,4,4761
418066,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41806,540500,8479200,1995/96,MH17,medium,Lilongwe plain,2851.36807,69,21,4,4761
418076,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41807,542400,8474200,1995/96,MH17,light,Lilongwe plain,2010.58,69,21,4,4761
418086,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41808,537800,8473400,1995/96,MH17,light,Lilongwe plain,2668.58807,69,21,4,4761
418096,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41809,531200,8476200,1995/96,MH17,light,Lilongwe plain,3198.65,69,21,4,4761
418106,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41810,532500,8471100,1995/96,MH17,light,Lilongwe plain,3600.76614,69,21,4,4761
418116,69:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41811,532600,8470200,1995/96,MH17,light,Lilongwe plain,3015.87,69,21,4,4761
418018,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41801,548800,8472300,1997/98,MH17,medium,Lilongwe plain,3399.70807,92,21,4,8464
418028,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41802,548800,8472300,1997/98,MH17,medium,Lilongwe plain,3564.21,92,21,4,8464
418038,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41803,548800,8472300,1997/98,MH17,medium,Lilongwe plain,2924.48,92,21,4,8464
418048,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41804,547300,8474500,1997/98,MH17,medium,Lilongwe plain,2558.92,92,21,4,8464
418058,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41805,541200,8477800,1997/98,MH17,medium,Lilongwe plain,1553.63,92,21,4,8464
418068,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41806,540500,8479200,1997/98,MH17,light,Lilongwe plain,4203.94,92,21,4,8464
418088,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41808,537800,8473400,1997/98,MH17,medium,Lilongwe plain,4046.74909,92,21,4,8464
418098,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41809,531200,8476200,1997/98,MH17,medium,Lilongwe plain,2924.48,92,21,4,8464
418108,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41810,532500,8471100,1997/98,MH17,light,Lilongwe plain,1681.57597,92,21,4,8464
418016,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41801,548800,8472300,1995/96,MH17,light,Lilongwe plain,2650.31,92,21,4,8464
418046,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41804,547300,8474500,1995/96,MH17,medium,Lilongwe plain,2997.59193,92,21,4,8464
418056,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41805,541200,8477800,1995/96,MH17,medium,Lilongwe plain,1718.13193,92,21,4,8464
418066,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41806,540500,8479200,1995/96,MH17,medium,Lilongwe plain,3728.71193,92,21,4,8464
418076,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41807,542400,8474200,1995/96,MH17,light,Lilongwe plain,2284.75,92,21,4,8464
418086,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41808,537800,8473400,1995/96,MH17,light,Lilongwe plain,3034.14807,92,21,4,8464
418096,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41809,531200,8476200,1995/96,MH17,light,Lilongwe plain,3564.21,92,21,4,8464
418106,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41810,532500,8471100,1995/96,MH17,light,Lilongwe plain,3673.87807,92,21,4,8464
418116,92:21:0+4S,LADD,LADD,Lilongwe West,Demela,Lilongwe,41811,532600,8470200,1995/96,MH17,light,Lilongwe plain,3180.37193,92,21,4,8464
418016,96:40:00,LADD,LADD,Lilongwe West,Demela,Lilongwe,41801,548800,8472300,1995/96,MH17,light,Lilongwe plain,3235.20614,96,40,0,9216
418046,96:40:00,LADD,LADD,Lilongwe West,Demela,Lilongwe,41804,547300,8474500,1995/96,MH17,medium,Lilongwe plain,5282.34193,96,40,0,9216
418056,96:40:00,LADD,LADD,Lilongwe West,Demela,Lilongwe,41805,541200,8477800,1995/96,MH17,medium,Lilongwe plain,1553.63,96,40,0,9216
418066,96:40:00,LADD,LADD,Lilongwe West,Demela,Lilongwe,41806,540500,8479200,1995/96,MH17,medium,Lilongwe plain,3034.14807,96,40,0,9216
418076,96:40:00,LADD,LADD,Lilongwe West,Demela,Lilongwe,41807,542400,8474200,1995/96,MH17,light,Lilongwe plain,1919.19,96,40,0,9216
418086,96:40:00,LADD,LADD,Lilongwe West,Demela,Lilongwe,41808,537800,8473400,1995/96,MH17,light,Lilongwe plain,3472.82,96,40,0,9216
418096,96:40:00,LADD,LADD,Lilongwe West,Demela,Lilongwe,41809,531200,8476200,1995/96,MH17,light,Lilongwe plain,3107.26,96,40,0,9216
418106,96:40:00,LADD,LADD,Lilongwe West,Demela,Lilongwe,41810,532500,8471100,1995/96,MH17,light,Lilongwe plain,3655.6,96,40,0,9216
418116,96:40:00,LADD,LADD,Lilongwe West,Demela,Lilongwe,41811,532600,8470200,1995/96,MH17,light,Lilongwe plain,4185.66193,96,40,0,9216
414018,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41401,575000,8461500,1997/98,MH17,medium,Lilongwe plain,2741.7,0,0,0,0
414028,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41402,574800,8462800,1997/98,MH17,light,Lilongwe plain,1096.68,0,0,0,0
414038,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41403,574800,8462800,1997/98,MH17,medium,Lilongwe plain,383.837983,0,0,0,0
414048,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41404,559500,8478300,1997/98,MH17,medium,Lilongwe plain,2193.36,0,0,0,0
414058,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41405,559500,8478300,1997/98,MH17,light,Lilongwe plain,2449.25193,0,0,0,0
414068,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41406,573000,8470000,1997/98,MH17,light,Lilongwe plain,968.734035,0,0,0,0
414078,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41407,573000,8470000,1997/98,MH17,medium,Lilongwe plain,1517.07403,0,0,0,0
414088,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41408,578800,8468400,1997/98,MH17,light,Lilongwe plain,1663.29807,0,0,0,0
414098,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41409,570500,8486100,1997/98,MH17,light,Lilongwe plain,365.56,0,0,0,0
414138,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41413,563500,8481500,1997/98,MH17,light,Lilongwe plain,1919.19,0,0,0,0
414148,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41414,578400,8467400,1997/98,MH17,medium,Lilongwe plain,1279.46,0,0,0,0
414168,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41416,569800,8476500,1997/98,MH17,light,Lilongwe plain,365.56,0,0,0,0
414016,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41401,575000,8461500,1995/96,MH17,medium,Lilongwe plain,1188.07,0,0,0,0
414026,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41402,574800,8462800,1995/96,MH17,medium,Lilongwe plain,822.51,0,0,0,0
414046,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41404,559500,8478300,1995/96,MH17,medium,Lilongwe plain,913.9,0,0,0,0
414066,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41406,573000,8470000,1995/96,MH17,medium,Lilongwe plain,584.896009,0,0,0,0
414086,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41408,578800,8468400,1995/96,MH17,light,Lilongwe plain,1974.02403,0,0,0,0
414096,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41409,570500,8486100,1995/96,MH17,light,Lilongwe plain,2412.69597,0,0,0,0
414106,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41410,563500,8481500,1995/96,MH17,medium,Lilongwe plain,2632.03193,0,0,0,0
414146,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41414,578400,8467400,1995/96,MH17,light,Lilongwe plain,2010.58,0,0,0,0
414166,0:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41416,569800,8476500,1995/96,MH17,light,Lilongwe plain,411.255,0,0,0,0
414018,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41401,575000,8461500,1997/98,MH17,medium,Lilongwe plain,3655.6,35,10,2,1225
414028,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41402,574800,8462800,1997/98,MH17,light,Lilongwe plain,2376.14,35,10,2,1225
414038,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41403,574800,8462800,1997/98,MH17,medium,Lilongwe plain,767.675965,35,10,2,1225
414048,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41404,559500,8478300,1997/98,MH17,medium,Lilongwe plain,3472.82,35,10,2,1225
414058,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41405,559500,8478300,1997/98,MH17,light,Lilongwe plain,1736.41,35,10,2,1225
414068,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41406,573000,8470000,1997/98,MH17,light,Lilongwe plain,822.51,35,10,2,1225
414078,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41407,573000,8470000,1997/98,MH17,medium,Lilongwe plain,2339.58403,35,10,2,1225
414088,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41408,578800,8468400,1997/98,MH17,light,Lilongwe plain,2376.14,35,10,2,1225
414098,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41409,570500,8486100,1997/98,MH17,light,Lilongwe plain,804.232017,35,10,2,1225
414138,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41413,563500,8481500,1997/98,MH17,light,Lilongwe plain,2869.64597,35,10,2,1225
414148,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41414,578400,8467400,1997/98,MH17,medium,Lilongwe plain,1645.02,35,10,2,1225
414168,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41416,569800,8476500,1997/98,MH17,light,Lilongwe plain,785.954035,35,10,2,1225
414016,35:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41401,575000,8461500,1995/96,MH17,medium,Lilongwe plain,3399.70807,35,0,0,1225
414016,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41401,575000,8461500,1995/96,MH17,medium,Lilongwe plain,3015.87,35,10,2,1225
414026,35:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41402,574800,8462800,1995/96,MH17,medium,Lilongwe plain,2193.36,35,0,0,1225
414026,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41402,574800,8462800,1995/96,MH17,medium,Lilongwe plain,2741.7,35,10,2,1225
414046,35:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41404,559500,8478300,1995/96,MH17,medium,Lilongwe plain,2376.14,35,0,0,1225
414046,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41404,559500,8478300,1995/96,MH17,medium,Lilongwe plain,2778.25597,35,10,2,1225
414066,35:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41406,573000,8470000,1995/96,MH17,medium,Lilongwe plain,1361.71097,35,0,0,1225
414066,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41406,573000,8470000,1995/96,MH17,medium,Lilongwe plain,658.007983,35,10,2,1225
414086,35:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41408,578800,8468400,1995/96,MH17,light,Lilongwe plain,4185.66193,35,0,0,1225
414086,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41408,578800,8468400,1995/96,MH17,light,Lilongwe plain,3308.31807,35,10,2,1225
414096,35:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41409,570500,8486100,1995/96,MH17,light,Lilongwe plain,3034.14807,35,0,0,1225
414096,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41409,570500,8486100,1995/96,MH17,light,Lilongwe plain,3070.70386,35,10,2,1225
414106,35:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41410,563500,8481500,1995/96,MH17,medium,Lilongwe plain,3198.65,35,0,0,1225
414106,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41410,563500,8481500,1995/96,MH17,medium,Lilongwe plain,3235.20614,35,10,2,1225
414146,35:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41414,578400,8467400,1995/96,MH17,light,Lilongwe plain,2650.31,35,0,0,1225
414146,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41414,578400,8467400,1995/96,MH17,light,Lilongwe plain,2303.02807,35,10,2,1225
414166,35:00:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41416,569800,8476500,1995/96,MH17,light,Lilongwe plain,2056.275,35,0,0,1225
414166,35:10:0+2S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41416,569800,8476500,1995/96,MH17,light,Lilongwe plain,1233.765,35,10,2,1225
414018,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41401,575000,8461500,1997/98,MH17,medium,Lilongwe plain,4386.72,69,21,4,4761
414028,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41402,574800,8462800,1997/98,MH17,light,Lilongwe plain,3290.04,69,21,4,4761
414038,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41403,574800,8462800,1997/98,MH17,medium,Lilongwe plain,1425.68403,69,21,4,4761
414048,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41404,559500,8478300,1997/98,MH17,medium,Lilongwe plain,4569.5,69,21,4,4761
414058,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41405,559500,8478300,1997/98,MH17,light,Lilongwe plain,3015.87,69,21,4,4761
414068,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41406,573000,8470000,1997/98,MH17,light,Lilongwe plain,1060.12403,69,21,4,4761
414078,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41407,573000,8470000,1997/98,MH17,medium,Lilongwe plain,2906.20193,69,21,4,4761
414088,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41408,578800,8468400,1997/98,MH17,light,Lilongwe plain,2577.19807,69,21,4,4761
414098,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41409,570500,8486100,1997/98,MH17,light,Lilongwe plain,1480.51807,69,21,4,4761
414138,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41413,563500,8481500,1997/98,MH17,light,Lilongwe plain,3509.37614,69,21,4,4761
414148,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41414,578400,8467400,1997/98,MH17,medium,Lilongwe plain,2924.48,69,21,4,4761
414168,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41416,569800,8476500,1997/98,MH17,light,Lilongwe plain,1663.29807,69,21,4,4761
414016,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41401,575000,8461500,1995/96,MH17,medium,Lilongwe plain,3107.26,69,21,4,4761
414026,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41402,574800,8462800,1995/96,MH17,medium,Lilongwe plain,3107.26,69,21,4,4761
414046,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41404,559500,8478300,1995/96,MH17,medium,Lilongwe plain,3107.26,69,21,4,4761
414066,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41406,573000,8470000,1995/96,MH17,medium,Lilongwe plain,1608.46403,69,21,4,4761
414086,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41408,578800,8468400,1995/96,MH17,light,Lilongwe plain,4313.60807,69,21,4,4761
414096,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41409,570500,8486100,1995/96,MH17,light,Lilongwe plain,3107.26,69,21,4,4761
414106,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41410,563500,8481500,1995/96,MH17,medium,Lilongwe plain,3290.04,69,21,4,4761
414146,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41414,578400,8467400,1995/96,MH17,light,Lilongwe plain,2357.86193,69,21,4,4761
414166,69:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41416,569800,8476500,1995/96,MH17,light,Lilongwe plain,2536.98642,69,21,4,4761
414018,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41401,575000,8461500,1997/98,MH17,medium,Lilongwe plain,5848.96,92,21,4,8464
414028,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41402,574800,8462800,1997/98,MH17,light,Lilongwe plain,4021.16,92,21,4,8464
414038,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41403,574800,8462800,1997/98,MH17,medium,Lilongwe plain,2083.69193,92,21,4,8464
414048,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41404,559500,8478300,1997/98,MH17,medium,Lilongwe plain,5757.57,92,21,4,8464
414058,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41405,559500,8478300,1997/98,MH17,light,Lilongwe plain,3107.26,92,21,4,8464
414068,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41406,573000,8470000,1997/98,MH17,light,Lilongwe plain,639.73,92,21,4,8464
414078,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41407,573000,8470000,1997/98,MH17,medium,Lilongwe plain,3619.04386,92,21,4,8464
414088,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41408,578800,8468400,1997/98,MH17,light,Lilongwe plain,3290.04,92,21,4,8464
414098,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41409,570500,8486100,1997/98,MH17,light,Lilongwe plain,1864.35597,92,21,4,8464
414138,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41413,563500,8481500,1997/98,MH17,light,Lilongwe plain,4158.245,92,21,4,8464
414148,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41414,578400,8467400,1997/98,MH17,medium,Lilongwe plain,3290.04,92,21,4,8464
414168,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41416,569800,8476500,1997/98,MH17,light,Lilongwe plain,1316.01597,92,21,4,8464
414016,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41401,575000,8461500,1995/96,MH17,medium,Lilongwe plain,3838.38,92,21,4,8464
414026,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41402,574800,8462800,1995/96,MH17,medium,Lilongwe plain,3290.04,92,21,4,8464
414046,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41404,559500,8478300,1995/96,MH17,medium,Lilongwe plain,3564.21,92,21,4,8464
414066,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41406,573000,8470000,1995/96,MH17,medium,Lilongwe plain,3125.53807,92,21,4,8464
414086,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41408,578800,8468400,1995/96,MH17,light,Lilongwe plain,5392.01,92,21,4,8464
414096,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41409,570500,8486100,1995/96,MH17,light,Lilongwe plain,4002.88193,92,21,4,8464
414106,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41410,563500,8481500,1995/96,MH17,medium,Lilongwe plain,4075.99386,92,21,4,8464
414146,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41414,578400,8467400,1995/96,MH17,light,Lilongwe plain,3874.93614,92,21,4,8464
414166,92:21:0+4S,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41416,569800,8476500,1995/96,MH17,light,Lilongwe plain,1988.64642,92,21,4,8464
414016,96:40:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41401,575000,8461500,1995/96,MH17,medium,Lilongwe plain,3728.71193,96,40,0,9216
414026,96:40:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41402,574800,8462800,1995/96,MH17,medium,Lilongwe plain,3198.65,96,40,0,9216
414046,96:40:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41404,559500,8478300,1995/96,MH17,medium,Lilongwe plain,3454.54193,96,40,0,9216
414066,96:40:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41406,573000,8470000,1995/96,MH17,medium,Lilongwe plain,1480.51807,96,40,0,9216
414086,96:40:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41408,578800,8468400,1995/96,MH17,light,Lilongwe plain,2723.42193,96,40,0,9216
414096,96:40:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41409,570500,8486100,1995/96,MH17,light,Lilongwe plain,3180.37193,96,40,0,9216
414106,96:40:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41410,563500,8481500,1995/96,MH17,medium,Lilongwe plain,3344.87386,96,40,0,9216
414146,96:40:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41414,578400,8467400,1995/96,MH17,light,Lilongwe plain,2522.36403,96,40,0,9216
414166,96:40:00,LADD,LADD,Lilongwe West,Malangiza,Lilongwe,41416,569800,8476500,1995/96,MH17,light,Lilongwe plain,2604.615,96,40,0,9216
412048,0:00:00,LADD,LADD,Lilongwe West,Malingunde,Lilongwe,41204,574000,8421000,1997/98,MH17,light,Lilongwe plain,1279.46,0,0,0,0
412058,0:00:00,LADD,LADD,Lilongwe West,Malingunde,Lilongwe,41205,574000,8421000,1997/98,MH17,light,Lilongwe plain,731.12,0,0,0,0
412068,0:00:00,LADD,LADD,Lilongwe West,Malingunde,Lilongwe,41206,574000,8421000,1997/98,MH17,medium,Lilongwe plain,548.34,0,0,0,0
412078,0:00:00,LADD,LADD,Lilongwe West,Malingunde,Lilongwe,41207,574000,8421000,1997/98,MH17,medium,Lilongwe plain,658.007983,0,0,0,0
412088,0:00:00,LADD,LADD,Lilongwe West,Malingunde,Lilongwe,41208,569000,8431000,1997/98,MH17,medium,Lilongwe plain,1681.57597,0,0,0,0
412098,0:00:00,LADD,LADD,Lilongwe West,Malingunde,Lilongwe,41209,564000,8434000,1997/98,MH17,medium,Lilongwe plain,968.734035,0,0,0,0
412108,0:00:00,LADD,LADD,Lilongwe West,Malingunde,Lilongwe,41210,558000,8435000,1997/98,MH17,medium,Lilongwe plain,950.455965,0,0,0,0
412016,0:00:00,LADD,LADD,Lilongwe West,Malingunde,Lilongwe,41201,578000,8422000,1995/96,MH17,light,Lilongwe plain,1389.12798,0,0,0,0
412036,0:00:00,LADD,LADD,Lilongwe West,Malingunde,Lilongwe,41203,571000,8424000,1995/96,MH17,light,Lilongwe plain,1096.68,0,0,0,0
412046,0:00:00,LADD,LADD,Lilongwe West,Malingunde,Lilongwe,41204,574000,8421000,1995/96,MH17,light,Lilongwe plain,749.397983,0,0,0,0
